Contest ID,Index,Problem Name,Rating,Solved,URL,Tags
1995,B2,Bouquet (Hard Version),1700.0,8734,https://codeforces.com/problemset/problem/1995/B2,"binary search, data structures, greedy, math, sortings, two pointers"
2032,C,Trinity,1400.0,10183,https://codeforces.com/problemset/problem/2032/C,"binary search, math, sortings, two pointers"
2030,C,A TRUE Battle,1100.0,15302,https://codeforces.com/problemset/problem/2030/C,"brute force, games, greedy"
2028,C,Alice's Adventures in Cutting Cake,,3169,https://codeforces.com/problemset/problem/2028/C,"binary search, dp, greedy, two pointers"
2027,C,Add Zeros,1500.0,8326,https://codeforces.com/problemset/problem/2027/C,"brute force, data structures, dfs and similar, dp, graphs, greedy"
2022,C,Gerrymandering,1800.0,3697,https://codeforces.com/problemset/problem/2022/C,"dp, implementation"
2020,C,Bitwise Balancing,1400.0,13920,https://codeforces.com/problemset/problem/2020/C,"bitmasks, hashing, implementation, math, schedules, ternary search"
2013,C,Password Cracking,1400.0,11482,https://codeforces.com/problemset/problem/2013/C,"constructive algorithms, interactive, strings"
2007,C,Dora and C++,1500.0,12100,https://codeforces.com/problemset/problem/2007/C,"math, number theory"
2005,C,Lazy Narek,1800.0,6921,https://codeforces.com/problemset/problem/2005/C,"dp, implementation, strings"
2003,C,Turtle and Good Pairs,1200.0,17970,https://codeforces.com/problemset/problem/2003/C,"constructive algorithms, greedy, sortings, strings"
2001,C,Guess The Tree,1500.0,10611,https://codeforces.com/problemset/problem/2001/C,"binary search, brute force, dfs and similar, divide and conquer, dsu, greedy, interactive, trees"
1998,C,Perform Operations to Maximize Score,1900.0,6088,https://codeforces.com/problemset/problem/1998/C,"binary search, brute force, constructive algorithms, greedy, implementation"
1995,C,Squaring,1800.0,8526,https://codeforces.com/problemset/problem/1995/C,"brute force, constructive algorithms, greedy, implementation, math, number theory"
1993,C,Light Switches,1400.0,13562,https://codeforces.com/problemset/problem/1993/C,"implementation, math"
1990,C,Mad MAD Sum,1500.0,11568,https://codeforces.com/problemset/problem/1990/C,"brute force, greedy, math"
1988,C,Increasing Sequence with Fixed OR,1300.0,16543,https://codeforces.com/problemset/problem/1988/C,"bitmasks, constructive algorithms, greedy"
1983,C,Have Your Cake and Eat It Too,1400.0,12500,https://codeforces.com/problemset/problem/1983/C,"binary search, brute force, greedy, implementation"
1981,C,Turtle and an Incomplete Sequence,1800.0,5321,https://codeforces.com/problemset/problem/1981/C,"bitmasks, brute force, constructive algorithms, greedy, implementation, math"
1979,C,Earning on Bets,1200.0,18737,https://codeforces.com/problemset/problem/1979/C,"binary search, combinatorics, constructive algorithms, number theory"
1978,C,Manhattan Permutations,1300.0,14930,https://codeforces.com/problemset/problem/1978/C,"constructive algorithms, data structures, greedy, implementation, math"
1977,C,Nikita and LCM,1900.0,6752,https://codeforces.com/problemset/problem/1977/C,"brute force, data structures, dp, greedy, math, number theory, sortings"
1973,C,"Cat, Fox and Double Maximum",1700.0,8356,https://codeforces.com/problemset/problem/1973/C,"constructive algorithms, greedy, implementation, math, sortings"
1957,C,How Does the Rook Move?,1600.0,9688,https://codeforces.com/problemset/problem/1957/C,"combinatorics, dp, math"
1956,C,Nene's Magical Matrix,1600.0,12926,https://codeforces.com/problemset/problem/1956/C,"constructive algorithms, greedy, math"
1946,C,Tree Cutting,1600.0,11009,https://codeforces.com/problemset/problem/1946/C,"binary search, dp, greedy, implementation, trees"
2032,D,Genokraken,1800.0,4128,https://codeforces.com/problemset/problem/2032/D,"constructive algorithms, data structures, graphs, greedy, implementation, interactive, trees, two pointers"
2030,D,QED's Favorite Permutation,1700.0,6018,https://codeforces.com/problemset/problem/2030/D,"data structures, implementation, sortings"
2028,D,Alice's Adventures in Cards,,957,https://codeforces.com/problemset/problem/2028/D,"constructive algorithms, dp, graphs, greedy, implementation, sortings, two pointers"
2020,D,Connect the Dots,1800.0,5562,https://codeforces.com/problemset/problem/2020/D,"brute force, dp, dsu, graphs, math, trees"
2013,D,Minimize the Difference,1900.0,5924,https://codeforces.com/problemset/problem/2013/D,"binary search, greedy"
2005,D,Alter the GCD,2400.0,855,https://codeforces.com/problemset/problem/2005/D,"binary search, brute force, data structures, divide and conquer, implementation, number theory"
2001,D,Longest Max Min Subsequence,1900.0,4987,https://codeforces.com/problemset/problem/2001/D,"brute force, constructive algorithms, data structures, greedy, implementation"
1998,D,Determine Winning Islands in Race,2100.0,3287,https://codeforces.com/problemset/problem/1998/D,"data structures, dp, graphs, greedy, shortest paths"
1995,D,Cases,2300.0,2345,https://codeforces.com/problemset/problem/1995/D,"bitmasks, brute force, dp, strings"
1993,D,Med-imize,2200.0,3723,https://codeforces.com/problemset/problem/1993/D,"binary search, dp, greedy"
1990,D,Grid Puzzle,1800.0,6273,https://codeforces.com/problemset/problem/1990/D,"bitmasks, brute force, dp, greedy, implementation"
1988,D,The Omnipotent Monster Killer,2000.0,4909,https://codeforces.com/problemset/problem/1988/D,"brute force, dfs and similar, dp, trees"
1983,D,Swap Dilemma,1700.0,8183,https://codeforces.com/problemset/problem/1983/D,"constructive algorithms, data structures, divide and conquer, greedy, math, sortings"
1981,D,Turtle and Multiplication,2400.0,1658,https://codeforces.com/problemset/problem/1981/D,"constructive algorithms, dfs and similar, graphs, number theory"
1979,D,Fixing a Binary String,1800.0,6617,https://codeforces.com/problemset/problem/1979/D,"bitmasks, brute force, constructive algorithms, dp, greedy, hashing, strings"
1978,D,Elections,1600.0,11267,https://codeforces.com/problemset/problem/1978/D,"data structures, greedy, implementation, math"
1977,D,XORificator,2300.0,1850,https://codeforces.com/problemset/problem/1977/D,"bitmasks, brute force, greedy, hashing"
1973,D,"Cat, Fox and Maximum Array Split",2400.0,1910,https://codeforces.com/problemset/problem/1973/D,"brute force, interactive, math"
1957,D,A BIT of an Inequality,1900.0,4492,https://codeforces.com/problemset/problem/1957/D,"bitmasks, brute force, dp, math"
1956,D,Nene and the Mex Operator,2000.0,3934,https://codeforces.com/problemset/problem/1956/D,"bitmasks, brute force, constructive algorithms, divide and conquer, dp, greedy, implementation, math"
1946,D,Birthday Gift,1900.0,4746,https://codeforces.com/problemset/problem/1946/D,"bitmasks, brute force, constructive algorithms, greedy, implementation"
2027,D1,The Endspeaker (Easy Version),1700.0,4371,https://codeforces.com/problemset/problem/2027/D1,"binary search, dp, graphs, greedy, implementation, two pointers"
2022,D1,Asesino (Easy Version),1900.0,2711,https://codeforces.com/problemset/problem/2022/D1,"binary search, brute force, constructive algorithms, implementation, interactive"
2003,D1,Turtle and a MEX Problem (Easy Version),1500.0,11034,https://codeforces.com/problemset/problem/2003/D1,"greedy, math"
2027,D2,The Endspeaker (Hard Version),2200.0,1188,https://codeforces.com/problemset/problem/2027/D2,"binary search, data structures, dp, greedy, implementation, two pointers"
2022,D2,Asesino (Hard Version),2700.0,489,https://codeforces.com/problemset/problem/2022/D2,"constructive algorithms, dp, interactive"
2003,D2,Turtle and a MEX Problem (Hard Version),2100.0,3958,https://codeforces.com/problemset/problem/2003/D2,"dfs and similar, dp, graphs, greedy, implementation, math"
2032,E,Balanced,2400.0,799,https://codeforces.com/problemset/problem/2032/E,"constructive algorithms, data structures, greedy, implementation, math"
2030,E,MEXimize the Score,2200.0,1239,https://codeforces.com/problemset/problem/2030/E,"combinatorics, data structures, dp, greedy, implementation, math"
2028,E,Alice's Adventures in the Rabbit Hole,,422,https://codeforces.com/problemset/problem/2028/E,"dfs and similar, dp, math, probabilities, trees"
2020,E,Expected Power,2000.0,2912,https://codeforces.com/problemset/problem/2020/E,"bitmasks, dp, math, probabilities"
2013,E,Prefix GCD,2200.0,3141,https://codeforces.com/problemset/problem/2013/E,"brute force, dp, greedy, math, number theory"
1993,E,Xor-Grid Problem,2700.0,537,https://codeforces.com/problemset/problem/1993/E,"bitmasks, constructive algorithms, dp, implementation"
1988,E,Range Minimum Sum,2300.0,1421,https://codeforces.com/problemset/problem/1988/E,"binary search, brute force, data structures, divide and conquer, implementation"
1983,E,I Love Balls,2300.0,1999,https://codeforces.com/problemset/problem/1983/E,"combinatorics, math, probabilities"
1981,E,Turtle and Intersected Segments,2600.0,900,https://codeforces.com/problemset/problem/1981/E,"data structures, dsu, graphs, greedy"
1979,E,Manhattan Triangle,2400.0,1438,https://codeforces.com/problemset/problem/1979/E,"binary search, constructive algorithms, data structures, geometry, implementation, two pointers"
1978,E,Computing Machine,2000.0,3808,https://codeforces.com/problemset/problem/1978/E,"brute force, data structures, dp, greedy, implementation"
1977,E,Tensor,2600.0,679,https://codeforces.com/problemset/problem/1977/E,"constructive algorithms, graphs, interactive"
1973,E,"Cat, Fox and Swaps ",2500.0,797,https://codeforces.com/problemset/problem/1973/E,"graphs, math, sortings"
1957,E,Carousel of Combinations,2400.0,1269,https://codeforces.com/problemset/problem/1957/E,"brute force, combinatorics, dp, math, number theory"
1946,E,Girl Permutation,2200.0,2568,https://codeforces.com/problemset/problem/1946/E,"combinatorics, dp, math, number theory"
2027,E1,Bit Game (Easy Version),2800.0,117,https://codeforces.com/problemset/problem/2027/E1,"bitmasks, brute force, games, math"
2022,E1,Billetes MX (Easy Version),2500.0,390,https://codeforces.com/problemset/problem/2022/E1,"2-sat, binary search, combinatorics, constructive algorithms, dfs and similar, dsu, graphs"
2005,E1,Subtangle Game (Easy Version),2100.0,2640,https://codeforces.com/problemset/problem/2005/E1,"dp, games, greedy, implementation"
2003,E1,Turtle and Inversions (Easy Version),2600.0,718,https://codeforces.com/problemset/problem/2003/E1,"brute force, divide and conquer, dp, greedy, math"
2001,E1,Deterministic Heap (Easy Version),2400.0,1259,https://codeforces.com/problemset/problem/2001/E1,"combinatorics, dp, math, trees"
1998,E1,Eliminating Balls With Merging (Easy Version),2200.0,1823,https://codeforces.com/problemset/problem/1998/E1,"binary search, brute force, data structures, divide and conquer, greedy"
1995,E1,Let Me Teach You a Lesson (Easy Version),2700.0,379,https://codeforces.com/problemset/problem/1995/E1,"2-sat, data structures, dp, matrices, two pointers"
1990,E1,Catch the Mole(Easy Version),2500.0,919,https://codeforces.com/problemset/problem/1990/E1,"binary search, data structures, dfs and similar, interactive, trees"
1956,E1,Nene vs. Monsters (Easy Version),2500.0,1465,https://codeforces.com/problemset/problem/1956/E1,"brute force, implementation, math"
2027,E2,Bit Game (Hard Version),3100.0,44,https://codeforces.com/problemset/problem/2027/E2,"bitmasks, dp, math"
2022,E2,Billetes MX (Hard Version),2600.0,344,https://codeforces.com/problemset/problem/2022/E2,"binary search, combinatorics, data structures, dsu, graphs"
2005,E2,Subtangle Game (Hard Version),2500.0,782,https://codeforces.com/problemset/problem/2005/E2,"data structures, dp, games, greedy, implementation"
2003,E2,Turtle and Inversions (Hard Version),2700.0,512,https://codeforces.com/problemset/problem/2003/E2,"brute force, data structures, divide and conquer, dp, greedy, math, two pointers"
2001,E2,Deterministic Heap (Hard Version),2900.0,216,https://codeforces.com/problemset/problem/2001/E2,"combinatorics, dp, trees"
1998,E2,Eliminating Balls With Merging (Hard Version),2500.0,687,https://codeforces.com/problemset/problem/1998/E2,"binary search, brute force, data structures, divide and conquer, greedy, implementation"
1995,E2,Let Me Teach You a Lesson (Hard Version),2900.0,300,https://codeforces.com/problemset/problem/1995/E2,"data structures, dp, matrices, two pointers"
1990,E2,Catch the Mole(Hard Version),2600.0,858,https://codeforces.com/problemset/problem/1990/E2,"binary search, data structures, dfs and similar, divide and conquer, interactive, trees"
1956,E2,Nene vs. Monsters (Hard Version),2700.0,883,https://codeforces.com/problemset/problem/1956/E2,"brute force, greedy, implementation, math"
2032,F,Peanuts,2700.0,197,https://codeforces.com/problemset/problem/2032/F,"combinatorics, dp, games, math"
2030,F,Orangutan Approved Subarrays,2400.0,617,https://codeforces.com/problemset/problem/2030/F,"binary search, data structures, dp, greedy, implementation, two pointers"
2028,F,Alice's Adventures in Addition,,81,https://codeforces.com/problemset/problem/2028/F,"bitmasks, dp"
2020,F,Count Leaves,2900.0,191,https://codeforces.com/problemset/problem/2020/F,"dp, math, number theory"
2003,F,Turtle and Three Sequences,2800.0,468,https://codeforces.com/problemset/problem/2003/F,"brute force, data structures, dp, greedy, math, probabilities, two pointers"
1990,F,Polygonal Segments,2800.0,289,https://codeforces.com/problemset/problem/1990/F,"brute force, data structures, divide and conquer, dp, greedy, two pointers"
1988,F,Heartbeat,3000.0,199,https://codeforces.com/problemset/problem/1988/F,"combinatorics, dp, fft, math"
1983,F,array-value,2500.0,1193,https://codeforces.com/problemset/problem/1983/F,"binary search, bitmasks, data structures, greedy, two pointers"
1981,F,Turtle and Paths on a Tree,3000.0,269,https://codeforces.com/problemset/problem/1981/F,"data structures, dp, trees"
1979,F,Kostyanych's Theorem,2900.0,315,https://codeforces.com/problemset/problem/1979/F,"brute force, constructive algorithms, graphs, interactive"
1978,F,Large Graph,2400.0,1323,https://codeforces.com/problemset/problem/1978/F,"data structures, dfs and similar, dsu, graphs, number theory, two pointers"
1973,F,Maximum GCD Sum Queries,3100.0,226,https://codeforces.com/problemset/problem/1973/F,"bitmasks, brute force, dp, implementation, number theory"
1956,F,Nene and the Passing Game,3000.0,361,https://codeforces.com/problemset/problem/1956/F,"constructive algorithms, data structures, dsu, graphs, sortings"
1946,F,Nobody is needed,2500.0,974,https://codeforces.com/problemset/problem/1946/F,"2-sat, data structures, dfs and similar, dp"
2013,F1,Game in Tree (Easy Version),2700.0,464,https://codeforces.com/problemset/problem/2013/F1,"binary search, brute force, data structures, dp, games, greedy, implementation, trees"
1993,F1,Dyn-scripted Robot (Easy Version),2400.0,991,https://codeforces.com/problemset/problem/1993/F1,"brute force, chinese remainder theorem, constructive algorithms, math, number theory"
1957,F1,Frequency Mismatch (Easy Version),2600.0,497,https://codeforces.com/problemset/problem/1957/F1,"binary search, data structures, divide and conquer, hashing, probabilities, trees"
2013,F2,Game in Tree (Hard Version),3500.0,101,https://codeforces.com/problemset/problem/2013/F2,"binary search, data structures, trees"
1993,F2,Dyn-scripted Robot (Hard Version),2800.0,411,https://codeforces.com/problemset/problem/1993/F2,"chinese remainder theorem, math, number theory"
1957,F2,Frequency Mismatch (Hard Version),2700.0,440,https://codeforces.com/problemset/problem/1957/F2,"binary search, data structures, dfs and similar, hashing, probabilities, trees"
1983,G,Your Loss,3000.0,210,https://codeforces.com/problemset/problem/1983/G,"bitmasks, brute force, dp, trees"
2030,G1,The Destruction of the Universe (Easy Version),2900.0,138,https://codeforces.com/problemset/problem/2030/G1,"combinatorics, greedy, math"
2030,G2,The Destruction of the Universe (Hard Version),3100.0,101,https://codeforces.com/problemset/problem/2030/G2,"combinatorics, math"
