Contest ID,Index,Problem Name,Rating,Solved,URL,Tags
1986,B,Matrix Stabilization,1000.0,26545,https://codeforces.com/problemset/problem/1986/B,"brute force, data structures, greedy, sortings"
1980,B,Choosing Cubes,800.0,34650,https://codeforces.com/problemset/problem/1980/B,"sortings, sortings"
1974,B,Symmetric Encoding,800.0,30224,https://codeforces.com/problemset/problem/1974/B,"implementation, sortings, strings"
1968,B,Prefiquence,800.0,27903,https://codeforces.com/problemset/problem/1968/B,"greedy, two pointers"
1955,B,Progressive Square,1000.0,27982,https://codeforces.com/problemset/problem/1955/B,"constructive algorithms, data structures, implementation, sortings"
1945,B,Fireworks,900.0,22732,https://codeforces.com/problemset/problem/1945/B,"math, number theory"
1941,B,Rudolf and 121,1000.0,29915,https://codeforces.com/problemset/problem/1941/B,"brute force, dp, greedy, math"
1933,B,Turtle Math: Fast Three Task,800.0,33004,https://codeforces.com/problemset/problem/1933/B,"implementation, math, number theory"
1932,B,Chaya Calendar,1100.0,20877,https://codeforces.com/problemset/problem/1932/B,number theory
1931,B,Make Equal,800.0,32299,https://codeforces.com/problemset/problem/1931/B,greedy
1927,B,Following the String,900.0,33396,https://codeforces.com/problemset/problem/1927/B,"constructive algorithms, greedy, strings"
1921,B,Arranging Cats,800.0,33921,https://codeforces.com/problemset/problem/1921/B,"greedy, implementation"
1914,B,Preparing for the Contest,800.0,30487,https://codeforces.com/problemset/problem/1914/B,"constructive algorithms, math"
1907,B,YetnotherrokenKeoard,1000.0,25914,https://codeforces.com/problemset/problem/1907/B,"data structures, implementation, strings"
1899,B,250 Thousand Tons of TNT,1100.0,21018,https://codeforces.com/problemset/problem/1899/B,"brute force, implementation, number theory"
1883,B,Chemistry,900.0,33155,https://codeforces.com/problemset/problem/1883/B,strings
1881,B,Three Threadlets,900.0,25578,https://codeforces.com/problemset/problem/1881/B,math
1878,B,Aleksa and Stack,800.0,31579,https://codeforces.com/problemset/problem/1878/B,"constructive algorithms, math"
1872,B,The Corridor or There and Back Again,900.0,28051,https://codeforces.com/problemset/problem/1872/B,"greedy, implementation"
1862,B,Sequence Game,800.0,32874,https://codeforces.com/problemset/problem/1862/B,constructive algorithms
1857,B,Maximum Rounding,1100.0,23147,https://codeforces.com/problemset/problem/1857/B,"greedy, implementation, math"
1851,B,Parity Sort,800.0,29485,https://codeforces.com/problemset/problem/1851/B,"greedy, sortings, two pointers"
2036,C,Anya and 1100,1100.0,14550,https://codeforces.com/problemset/problem/2036/C,"brute force, implementation"
2033,C,Sakurako's Field Trip,1400.0,12039,https://codeforces.com/problemset/problem/2033/C,"dp, greedy, two pointers"
2014,C,Robin Hood in Town,1100.0,21199,https://codeforces.com/problemset/problem/2014/C,"binary search, greedy, math"
2008,C,Longest Good Array,800.0,29931,https://codeforces.com/problemset/problem/2008/C,"binary search, brute force, math"
2000,C,Numeric String Template,1000.0,25185,https://codeforces.com/problemset/problem/2000/C,"data structures, strings"
1996,C,Sort,1200.0,22777,https://codeforces.com/problemset/problem/1996/C,"dp, greedy, sortings, strings"
1992,C,Gorilla and Permutation,900.0,28992,https://codeforces.com/problemset/problem/1992/C,"constructive algorithms, math"
1986,C,Update Queries,1100.0,22795,https://codeforces.com/problemset/problem/1986/C,"data structures, greedy, sortings"
1980,C,Sofia and the Lost Operations,1300.0,18581,https://codeforces.com/problemset/problem/1980/C,"constructive algorithms, greedy"
1974,C,Beautiful Triple Pairs,1400.0,15769,https://codeforces.com/problemset/problem/1974/C,"combinatorics, data structures"
1968,C,Assembly via Remainders,1000.0,25011,https://codeforces.com/problemset/problem/1968/C,"constructive algorithms, number theory"
1955,C,Inhabitant of the Deep Sea,1300.0,21313,https://codeforces.com/problemset/problem/1955/C,"greedy, implementation, math"
1945,C,Left and Right Houses,1200.0,14986,https://codeforces.com/problemset/problem/1945/C,brute force
1941,C,Rudolf and the Ugly String,900.0,33481,https://codeforces.com/problemset/problem/1941/C,"dp, greedy, strings"
1933,C,Turtle Fingers: Count the Values of k,1100.0,22725,https://codeforces.com/problemset/problem/1933/C,"brute force, implementation, math, number theory"
1932,C,LR-remainders,1400.0,15852,https://codeforces.com/problemset/problem/1932/C,"brute force, data structures, implementation, math, two pointers"
1931,C,Make Equal Again,1000.0,29294,https://codeforces.com/problemset/problem/1931/C,"brute force, greedy, math"
1927,C,Choose the Different Ones!,1000.0,28140,https://codeforces.com/problemset/problem/1927/C,"brute force, greedy, math"
1921,C,Sending Messages,900.0,29513,https://codeforces.com/problemset/problem/1921/C,"greedy, math"
1914,C,Quests,1100.0,24534,https://codeforces.com/problemset/problem/1914/C,"greedy, math"
1907,C,Removal of Unattractive Pairs,1200.0,20381,https://codeforces.com/problemset/problem/1907/C,"constructive algorithms, greedy, math, strings"
1899,C,Yarik and Array,1100.0,21579,https://codeforces.com/problemset/problem/1899/C,"dp, greedy, two pointers"
1883,C,Raspberries,1000.0,28241,https://codeforces.com/problemset/problem/1883/C,"dp, math"
1881,C,Perfect Square,1200.0,17207,https://codeforces.com/problemset/problem/1881/C,"brute force, implementation"
1878,C,Vasilije in Cacak,900.0,33742,https://codeforces.com/problemset/problem/1878/C,math
1872,C,Non-coprime Split,1100.0,23603,https://codeforces.com/problemset/problem/1872/C,"math, number theory"
1862,C,Flower City Fence,1100.0,20968,https://codeforces.com/problemset/problem/1862/C,"binary search, data structures, implementation, sortings"
1857,C,Assembly via Minimums,1200.0,26576,https://codeforces.com/problemset/problem/1857/C,"greedy, sortings"
1851,C,Tiles Comeback,1000.0,23530,https://codeforces.com/problemset/problem/1851/C,greedy
2010,C1,Message Transmission Error (easy version),1400.0,6895,https://codeforces.com/problemset/problem/2010/C1,"brute force, strings"
2010,C2,Message Transmission Error (hard version),1700.0,3054,https://codeforces.com/problemset/problem/2010/C2,"hashing, string suffix structures, strings, two pointers"
2036,D,I Love 1543,1300.0,10235,https://codeforces.com/problemset/problem/2036/D,"brute force, implementation, matrices"
2033,D,Kousuke's Assignment,1300.0,12436,https://codeforces.com/problemset/problem/2033/D,"data structures, dp, dsu, greedy, math"
2014,D,Robert Hood and Mrs Hood,1400.0,11878,https://codeforces.com/problemset/problem/2014/D,"brute force, data structures, greedy, sortings"
2008,D,Sakurako's Hobby,1100.0,18943,https://codeforces.com/problemset/problem/2008/D,"dp, dsu, graphs, math"
2000,D,Right Left Wrong,1200.0,22757,https://codeforces.com/problemset/problem/2000/D,"greedy, implementation, two pointers"
1996,D,Fun,1500.0,15877,https://codeforces.com/problemset/problem/1996/D,"binary search, brute force, combinatorics, math, number theory"
1992,D,Test of Love,1200.0,20327,https://codeforces.com/problemset/problem/1992/D,"dp, greedy, implementation"
1986,D,Mathematical Problem,1400.0,15178,https://codeforces.com/problemset/problem/1986/D,"brute force, dp, greedy, implementation, math, two pointers"
1980,D,GCD-sequence,1400.0,14274,https://codeforces.com/problemset/problem/1980/D,"greedy, implementation, math, number theory"
1974,D,Ingenuity-2,1400.0,14802,https://codeforces.com/problemset/problem/1974/D,"constructive algorithms, greedy, implementation"
1968,D,Permutation Game,1300.0,14945,https://codeforces.com/problemset/problem/1968/D,"brute force, dfs and similar, games, graphs, greedy, math"
1955,D,Inaccurate Subsequence Search,1400.0,15509,https://codeforces.com/problemset/problem/1955/D,"data structures, two pointers"
1945,D,Seraphim the Owl,1300.0,14527,https://codeforces.com/problemset/problem/1945/D,"dp, greedy"
1941,D,Rudolf and the Ball Game,1200.0,18427,https://codeforces.com/problemset/problem/1941/D,"dfs and similar, dp, implementation"
1933,D,Turtle Tenacity: Continual Mods,1200.0,20349,https://codeforces.com/problemset/problem/1933/D,"constructive algorithms, greedy, math, number theory, sortings"
1932,D,Card Game,1400.0,11519,https://codeforces.com/problemset/problem/1932/D,"greedy, implementation"
1931,D,Divisible Pairs,1300.0,19152,https://codeforces.com/problemset/problem/1931/D,"combinatorics, math, number theory"
1927,D,Find the Different Ones!,1300.0,21787,https://codeforces.com/problemset/problem/1927/D,"binary search, brute force, data structures, dp, dsu, greedy, two pointers"
1921,D,Very Different Array,1100.0,21767,https://codeforces.com/problemset/problem/1921/D,"data structures, greedy, sortings, two pointers"
1914,D,Three Activities,1200.0,22224,https://codeforces.com/problemset/problem/1914/D,"brute force, dp, greedy, implementation, sortings"
1907,D,Jumping Through Segments,1400.0,14491,https://codeforces.com/problemset/problem/1907/D,"binary search, constructive algorithms"
1899,D,Yarik and Musical Notes,1300.0,13650,https://codeforces.com/problemset/problem/1899/D,"hashing, math, number theory"
1883,D,In Love,1500.0,11673,https://codeforces.com/problemset/problem/1883/D,"data structures, greedy"
1881,D,Divide and Equalize,1300.0,17581,https://codeforces.com/problemset/problem/1881/D,"math, number theory"
1878,D,Reverse Madness,1600.0,8444,https://codeforces.com/problemset/problem/1878/D,"data structures, greedy"
1872,D,Plus Minus Permutation,1200.0,24499,https://codeforces.com/problemset/problem/1872/D,math
1862,D,Ice Cream Balls,1300.0,17370,https://codeforces.com/problemset/problem/1862/D,"binary search, combinatorics, constructive algorithms, math"
1857,D,Strong Vertices,1300.0,19888,https://codeforces.com/problemset/problem/1857/D,"math, sortings, trees"
1851,D,Prefix Permutation Sums,1300.0,15371,https://codeforces.com/problemset/problem/1851/D,"implementation, math"
2036,E,Reverse the Rivers,1600.0,5575,https://codeforces.com/problemset/problem/2036/E,"binary search, constructive algorithms, data structures, greedy"
2033,E,"Sakurako, Kosuke, and the Permutation",1400.0,9416,https://codeforces.com/problemset/problem/2033/E,"brute force, data structures, dfs and similar, dsu, graphs, greedy, math"
2014,E,Rendez-vous de Marian et Robin,1800.0,5503,https://codeforces.com/problemset/problem/2014/E,"dfs and similar, graphs, shortest paths"
2008,E,Alternating String,1500.0,9838,https://codeforces.com/problemset/problem/2008/E,"brute force, data structures, dp, greedy, implementation, strings"
2000,E,Photoshoot for Gorillas,1400.0,13169,https://codeforces.com/problemset/problem/2000/E,"combinatorics, data structures, greedy, math"
1996,E,Decode,1600.0,9727,https://codeforces.com/problemset/problem/1996/E,"combinatorics, data structures, implementation, math"
1992,E,Novice's Mistake,1700.0,9120,https://codeforces.com/problemset/problem/1992/E,"brute force, constructive algorithms, implementation, math, strings"
1986,E,Beautiful Array,1700.0,8791,https://codeforces.com/problemset/problem/1986/E,"greedy, math, number theory, sortings"
1980,E,Permutation of Rows and Columns,1600.0,10490,https://codeforces.com/problemset/problem/1980/E,"constructive algorithms, data structures, greedy, hashing, implementation, math, matrices, sortings"
1974,E,Money Buys Happiness,1800.0,8037,https://codeforces.com/problemset/problem/1974/E,dp
1968,E,Cells Arrangement,1600.0,10431,https://codeforces.com/problemset/problem/1968/E,constructive algorithms
1955,E,Long Inversions,1700.0,8669,https://codeforces.com/problemset/problem/1955/E,"brute force, greedy, implementation, sortings"
1945,E,Binary Search,1700.0,8204,https://codeforces.com/problemset/problem/1945/E,"binary search, constructive algorithms, greedy"
1941,E,Rudolf and k Bridges,1600.0,9735,https://codeforces.com/problemset/problem/1941/E,"binary search, data structures, dp, two pointers"
1933,E,Turtle vs. Rabbit Race: Optimal Trainings,1500.0,11296,https://codeforces.com/problemset/problem/1933/E,"binary search, implementation, math, ternary search"
1932,E,Final Countdown,1600.0,8273,https://codeforces.com/problemset/problem/1932/E,"implementation, math, number theory"
1931,E,Anna and the Valentine's Day Gift,1400.0,16087,https://codeforces.com/problemset/problem/1931/E,"games, greedy, math, sortings"
1927,E,Klever Permutation,1400.0,14147,https://codeforces.com/problemset/problem/1927/E,"constructive algorithms, math, two pointers"
1921,E,Eat the Chip,1600.0,9880,https://codeforces.com/problemset/problem/1921/E,"brute force, games, greedy, math"
1907,E,Good Triples,1600.0,10442,https://codeforces.com/problemset/problem/1907/E,"brute force, combinatorics, number theory"
1899,E,Queue Sort,1300.0,15693,https://codeforces.com/problemset/problem/1899/E,"greedy, implementation, sortings"
1883,E,Look Back,1700.0,8215,https://codeforces.com/problemset/problem/1883/E,"bitmasks, greedy"
1881,E,Block Sequence,1500.0,14569,https://codeforces.com/problemset/problem/1881/E,dp
1878,E,Iva & Pav,1400.0,13090,https://codeforces.com/problemset/problem/1878/E,"binary search, bitmasks, data structures, greedy"
1872,E,Data Structures Fan,1500.0,13929,https://codeforces.com/problemset/problem/1872/E,"binary search, bitmasks, data structures, dp"
1862,E,Kolya and Movie Theatre,1600.0,10854,https://codeforces.com/problemset/problem/1862/E,"constructive algorithms, data structures, greedy"
1857,E,Power of Points,1500.0,12610,https://codeforces.com/problemset/problem/1857/E,"math, sortings"
1851,E,Nastya and Potions,1500.0,10487,https://codeforces.com/problemset/problem/1851/E,"dfs and similar, dp, graphs, sortings"
1914,E1,Game with Marbles (Easy Version),1400.0,12339,https://codeforces.com/problemset/problem/1914/E1,"brute force, games, greedy, sortings"
1914,E2,Game with Marbles (Hard Version),1400.0,12541,https://codeforces.com/problemset/problem/1914/E2,"games, greedy, sortings"
2036,F,XORificator 3000,1900.0,2752,https://codeforces.com/problemset/problem/2036/F,"bitmasks, dp, number theory, two pointers"
2033,F,Kosuke's Sloth,1800.0,4957,https://codeforces.com/problemset/problem/2033/F,"brute force, math, number theory"
2014,F,Sheriff's Defense,2000.0,3472,https://codeforces.com/problemset/problem/2014/F,"dfs and similar, dp, greedy, trees"
2008,F,Sakurako's Box,1400.0,12393,https://codeforces.com/problemset/problem/2008/F,"combinatorics, math, number theory"
2000,F,Color Rows and Columns,1900.0,5337,https://codeforces.com/problemset/problem/2000/F,"dp, greedy, implementation, math"
1996,F,Bomb,1900.0,4723,https://codeforces.com/problemset/problem/1996/F,"binary search, greedy, math"
1992,F,Valuable Cards,1900.0,5737,https://codeforces.com/problemset/problem/1992/F,"brute force, dp, greedy, number theory, two pointers"
1986,F,Non-academic Problem,1900.0,4553,https://codeforces.com/problemset/problem/1986/F,"dfs and similar, graphs, trees"
1974,F,Cutting Game,1900.0,3568,https://codeforces.com/problemset/problem/1974/F,"binary search, brute force, data structures, implementation, sortings, two pointers"
1968,F,Equal XOR Segments,1800.0,5511,https://codeforces.com/problemset/problem/1968/F,"binary search, data structures"
1955,F,Unfair Game,1800.0,7126,https://codeforces.com/problemset/problem/1955/F,"dp, games, greedy, math, schedules"
1945,F,Kirill and Mushrooms,1900.0,4249,https://codeforces.com/problemset/problem/1945/F,"data structures, sortings"
1941,F,Rudolf and Imbalance,1800.0,6060,https://codeforces.com/problemset/problem/1941/F,"binary search, greedy, sortings, two pointers"
1933,F,Turtle Mission: Robot and the Earthquake,2100.0,2501,https://codeforces.com/problemset/problem/1933/F,"dfs and similar, dp, graphs, shortest paths"
1932,F,Feed Cats,1900.0,4155,https://codeforces.com/problemset/problem/1932/F,"data structures, dp, sortings"
1931,F,Chat Screenshots,1700.0,8120,https://codeforces.com/problemset/problem/1931/F,"combinatorics, dfs and similar, graphs"
1927,F,Microcycle,1900.0,4420,https://codeforces.com/problemset/problem/1927/F,"data structures, dfs and similar, dsu, graphs, greedy, implementation, sortings, trees"
1921,F,Sum of Progression,1900.0,3920,https://codeforces.com/problemset/problem/1921/F,"brute force, data structures, dp, implementation, math"
1914,F,Programming Competition,1900.0,4169,https://codeforces.com/problemset/problem/1914/F,"dfs and similar, dp, graph matchings, greedy, trees"
1907,F,Shift and Reverse,1800.0,4937,https://codeforces.com/problemset/problem/1907/F,"greedy, sortings"
1899,F,Alex's whims,1600.0,7752,https://codeforces.com/problemset/problem/1899/F,"constructive algorithms, graphs, greedy, shortest paths, trees"
1883,F,You Are So Beautiful,1400.0,9646,https://codeforces.com/problemset/problem/1883/F,data structures
1881,F,Minimum Maximum Distance,1700.0,7083,https://codeforces.com/problemset/problem/1881/F,"dfs and similar, dp, graphs, shortest paths, trees"
1878,F,Vasilije Loves Number Theory,1900.0,4159,https://codeforces.com/problemset/problem/1878/F,"brute force, math, number theory"
1872,F,Selling a Menagerie,1800.0,6417,https://codeforces.com/problemset/problem/1872/F,"dfs and similar, dsu, graphs, implementation, math"
1862,F,Magic Will Save the World,1800.0,6340,https://codeforces.com/problemset/problem/1862/F,"binary search, bitmasks, brute force, dp"
1857,F,Sum and Product,1600.0,11728,https://codeforces.com/problemset/problem/1857/F,"binary search, data structures, math"
1851,F,Lisa and the Martians,1800.0,5930,https://codeforces.com/problemset/problem/1851/F,"bitmasks, greedy, math, strings, trees"
1980,F1,Field Division (easy version),1900.0,3736,https://codeforces.com/problemset/problem/1980/F1,"data structures, math, sortings"
1980,F2,Field Division (hard version),2400.0,994,https://codeforces.com/problemset/problem/1980/F2,"math, sortings"
2036,G,Library of Magic,2200.0,820,https://codeforces.com/problemset/problem/2036/G,"binary search, constructive algorithms, divide and conquer, interactive, math, number theory"
2033,G,Sakurako and Chefir,2200.0,1135,https://codeforces.com/problemset/problem/2033/G,"data structures, dfs and similar, dp, greedy, trees"
2014,G,Milky Days,2200.0,1245,https://codeforces.com/problemset/problem/2014/G,"brute force, data structures, greedy, implementation"
2008,G,Sakurako's Task,1800.0,5081,https://codeforces.com/problemset/problem/2008/G,"binary search, greedy, math, number theory"
2000,G,Call During the Journey,2100.0,2278,https://codeforces.com/problemset/problem/2000/G,"binary search, brute force, graphs, greedy, shortest paths"
1996,G,Penacony,2200.0,1748,https://codeforces.com/problemset/problem/1996/G,"brute force, data structures, graphs, greedy, hashing"
1992,G,Ultra-Meow,2000.0,3117,https://codeforces.com/problemset/problem/1992/G,"combinatorics, dp, math"
1980,G,Yasya and the Mysterious Tree,2300.0,1244,https://codeforces.com/problemset/problem/1980/G,"bitmasks, data structures, dfs and similar, graphs, greedy, strings, trees"
1974,G,Money Buys Less Happiness Now ,2000.0,4285,https://codeforces.com/problemset/problem/1974/G,"data structures, greedy, sortings"
1955,G,GCD on a grid,1900.0,4551,https://codeforces.com/problemset/problem/1955/G,"brute force, dfs and similar, dp, implementation, math, number theory"
1945,G,Cook and Porridge,2500.0,746,https://codeforces.com/problemset/problem/1945/G,"binary search, constructive algorithms, data structures, implementation"
1941,G,Rudolf and Subway,2000.0,3556,https://codeforces.com/problemset/problem/1941/G,"constructive algorithms, dfs and similar, graphs, shortest paths"
1933,G,Turtle Magic: Royal Turtle Shell Pattern,2300.0,982,https://codeforces.com/problemset/problem/1933/G,"bitmasks, brute force, combinatorics, constructive algorithms, dfs and similar, math"
1932,G,Moving Platforms,2300.0,1090,https://codeforces.com/problemset/problem/1932/G,"graphs, math, number theory, shortest paths"
1931,G,One-Dimensional Puzzle,2000.0,2868,https://codeforces.com/problemset/problem/1931/G,"combinatorics, math, number theory"
1927,G,Paint Charges,2300.0,1695,https://codeforces.com/problemset/problem/1927/G,"data structures, dp, greedy, math"
1921,G,Mischievous Shooter,2200.0,1252,https://codeforces.com/problemset/problem/1921/G,"brute force, data structures, divide and conquer, dp, implementation"
1907,G,Lights,2200.0,1971,https://codeforces.com/problemset/problem/1907/G,"brute force, constructive algorithms, dfs and similar, graphs, greedy, implementation"
1899,G,Unusual Entertainment,1900.0,3258,https://codeforces.com/problemset/problem/1899/G,"data structures, dfs and similar, dsu, shortest paths, sortings, trees, two pointers"
1881,G,Anya and the Mysterious String,2000.0,2417,https://codeforces.com/problemset/problem/1881/G,"binary search, data structures"
1878,G,wxhtzdy ORO Tree,2300.0,1194,https://codeforces.com/problemset/problem/1878/G,"binary search, bitmasks, brute force, data structures, dfs and similar, implementation, trees"
1872,G,Replace With Product,2000.0,4325,https://codeforces.com/problemset/problem/1872/G,"brute force, greedy, math"
1862,G,The Great Equalizer,2000.0,2916,https://codeforces.com/problemset/problem/1862/G,"binary search, data structures, math, sortings"
1857,G,Counting Graphs,2000.0,4519,https://codeforces.com/problemset/problem/1857/G,"combinatorics, divide and conquer, dsu, graphs, greedy, sortings, trees"
1851,G,Vlad and the Mountains,2000.0,3288,https://codeforces.com/problemset/problem/1851/G,"binary search, data structures, dsu, graphs, implementation, sortings, trees, two pointers"
1986,G1,Permutation Problem (Simple Version),2200.0,1488,https://codeforces.com/problemset/problem/1986/G1,"binary search, brute force, combinatorics, data structures, math, number theory"
1968,G1,Division + LCP (easy version),1900.0,4259,https://codeforces.com/problemset/problem/1968/G1,"binary search, data structures, dp, hashing, string suffix structures, strings"
1914,G1,Light Bulbs (Easy Version),2100.0,1918,https://codeforces.com/problemset/problem/1914/G1,"brute force, combinatorics, dfs and similar, dp, dsu, graphs, math, trees"
1883,G1,Dances (Easy version),1400.0,11282,https://codeforces.com/problemset/problem/1883/G1,"binary search, greedy, two pointers"
1986,G2,Permutation Problem (Hard Version),2500.0,1081,https://codeforces.com/problemset/problem/1986/G2,"brute force, data structures, hashing, math, number theory"
1968,G2,Division + LCP (hard version),2200.0,1963,https://codeforces.com/problemset/problem/1968/G2,"binary search, brute force, data structures, dp, hashing, math, string suffix structures, strings"
1914,G2,Light Bulbs (Hard Version),2300.0,1399,https://codeforces.com/problemset/problem/1914/G2,"combinatorics, data structures, dfs and similar, dp, graphs, hashing"
1883,G2,Dances (Hard Version),1900.0,5453,https://codeforces.com/problemset/problem/1883/G2,"binary search, greedy, sortings, two pointers"
2014,H,Robin Hood Archery,1900.0,3411,https://codeforces.com/problemset/problem/2014/H,"data structures, divide and conquer, greedy, hashing"
2008,H,Sakurako's Test,2100.0,2863,https://codeforces.com/problemset/problem/2008/H,"binary search, brute force, greedy, math, number theory"
2000,H,Ksyusha and the Loaded Set,2200.0,1646,https://codeforces.com/problemset/problem/2000/H,"binary search, brute force, data structures, implementation"
1955,H,The Most Reckless Defense,2300.0,1262,https://codeforces.com/problemset/problem/1955/H,"bitmasks, brute force, constructive algorithms, dp, flows, graph matchings, shortest paths"
1945,H,GCD is Greater,2600.0,669,https://codeforces.com/problemset/problem/1945/H,"brute force, data structures, math, number theory"
